,hour,day_of_week,casualties,accident_cause,vehicles_involved,vehicle_type,driver_age,accident_area,driving_experience,lanes
19140,15,6,0,1,1,0,0,10,1,3
19141,19,5,0,9,0,0,0,4,2,4
19142,16,3,0,12,1,0,0,4,3,0
19143,14,2,0,11,1,8,0,4,4,0
19144,0,1,1,16,1,5,0,8,1,4
19145,22,3,0,1,1,6,1,4,0,2
19146,10,4,0,0,0,0,0,0,3,2
19147,19,5,0,10,1,7,1,4,1,0
19148,16,0,0,1,0,3,1,4,1,5
19149,17,2,0,0,1,0,0,5,1,4
19150,13,3,0,10,0,11,1,5,1,6
19151,11,0,4,9,2,14,1,6,1,2
19152,21,2,0,10,0,0,0,4,2,4
19153,12,2,0,10,1,0,1,5,1,4
19154,22,5,0,10,0,5,2,8,2,2
19155,13,0,0,9,0,9,0,4,1,3
19156,13,0,0,9,1,4,1,8,2,3
19157,1,3,0,10,0,12,1,4,1,1
19158,15,3,0,3,1,4,2,4,4,2
19159,20,3,0,3,0,9,1,4,2,1
19160,15,0,0,9,1,3,0,4,4,1
19161,14,3,0,10,1,13,1,4,2,2
19162,17,3,0,1,0,4,1,4,2,0
19163,13,1,0,3,0,14,1,5,1,2
19164,7,2,0,1,0,5,0,4,2,5
19165,14,4,0,9,1,5,0,4,0,2
19166,19,2,2,10,1,0,0,4,2,1
19167,17,5,0,9,0,3,0,2,2,4
19168,13,4,0,10,0,5,2,10,1,0
19169,16,0,0,9,0,0,0,4,2,2
19170,13,5,0,12,0,5,1,4,1,0
19171,8,4,0,0,0,10,0,8,1,4
19172,10,1,0,3,0,12,2,0,1,2
19173,19,2,0,10,1,0,0,5,1,2
19174,14,5,0,9,1,0,1,4,2,2
19175,16,0,0,14,0,9,3,5,2,0
19176,19,0,0,9,0,0,0,6,3,2
19177,18,5,0,1,0,0,0,5,2,2
19178,17,5,0,1,0,0,3,8,2,4
19179,10,0,0,3,1,13,0,6,2,4
19180,17,4,0,12,1,1,0,8,1,4
19181,20,4,0,2,0,8,0,4,1,0
19182,11,0,0,1,1,3,1,5,3,5
19183,12,6,0,1,1,5,0,5,1,1
19184,19,5,0,9,0,5,0,4,2,1
19185,0,2,0,10,0,0,0,4,2,2
19186,15,5,0,0,0,13,0,5,3,1
19187,14,2,0,11,0,5,0,4,1,5
19188,17,2,0,1,0,15,1,5,2,2
19189,22,5,0,10,1,6,1,5,2,5
19190,18,5,0,0,1,6,0,4,1,4
19191,23,0,0,1,1,5,3,6,3,2
19192,13,0,0,13,0,7,0,4,3,4
19193,16,2,0,3,0,7,1,5,0,2
19194,10,0,0,1,1,4,2,4,1,1
19195,17,2,0,3,0,8,1,5,0,2
19196,18,5,0,3,0,9,1,7,2,2
19197,15,1,0,11,0,8,0,4,0,2
19198,17,4,0,1,0,0,0,5,2,2
19199,17,4,0,3,0,7,1,5,3,2
19200,18,1,0,0,1,0,3,4,2,3
19201,20,1,2,12,1,4,0,9,0,3
19202,18,5,0,15,0,0,0,3,2,2
19203,6,0,0,1,1,13,0,4,3,1
19204,2,1,0,9,0,5,1,8,1,4
19205,7,0,0,9,0,0,0,0,1,0
19206,12,1,0,0,0,7,0,4,1,2
19207,13,3,0,0,1,9,2,5,2,3
19208,10,6,0,10,0,1,1,7,2,1
19209,0,0,0,10,0,0,0,8,2,2
19210,15,6,0,4,1,0,0,5,1,4
19211,7,4,0,10,1,0,2,4,2,2
19212,7,4,0,10,1,0,2,4,2,2
19213,18,5,5,0,3,6,0,1,3,4
19214,16,1,0,7,0,7,1,8,0,1
19215,17,5,0,3,1,4,3,4,3,2
19216,5,3,0,3,0,7,4,5,0,2
19217,17,3,0,11,1,8,3,7,5,4
19218,18,5,0,0,0,0,2,0,1,2
19219,8,4,0,0,1,9,0,4,1,5
19220,12,4,0,0,0,9,2,4,1,3
19221,14,1,0,11,0,10,0,0,1,4
19222,15,0,0,10,1,0,4,7,1,2
19223,12,2,1,9,0,9,0,4,1,2
19224,20,2,0,5,0,0,3,1,1,0
19225,14,2,0,4,0,3,0,5,1,2
19226,13,5,0,9,1,0,0,7,3,2
19227,16,5,0,0,0,0,1,4,1,2
19228,16,0,2,10,1,0,0,5,2,2
19229,16,3,0,16,0,4,0,5,0,2
19230,12,1,0,11,1,0,1,5,1,4
19231,9,6,0,0,2,5,0,7,1,1
19232,13,1,0,0,1,0,0,4,0,5
19233,15,0,0,10,0,11,0,5,2,4
19234,21,0,1,9,1,0,0,5,2,2
19235,10,5,4,3,2,6,0,4,1,2
19236,11,5,0,11,0,4,0,8,1,0
19237,19,4,0,9,0,3,1,4,2,2
19238,16,2,0,0,0,0,0,1,2,4
19239,18,5,0,0,1,0,1,4,2,3
19240,15,2,0,10,0,0,0,5,1,2
19241,19,0,4,1,2,0,1,4,2,2
19242,8,0,0,16,1,0,2,5,1,2
19243,8,5,0,1,0,0,0,5,4,2
19244,16,2,0,9,0,5,0,8,0,1
19245,10,5,0,11,1,5,1,4,2,2
19246,18,5,0,15,0,0,1,4,3,2
19247,13,4,0,10,1,13,2,1,2,2
19248,9,2,0,11,1,0,0,4,3,6
19249,2,0,0,0,0,14,1,4,3,5
19250,21,0,2,12,1,6,0,5,0,4
19251,9,3,0,9,1,4,0,4,2,1
19252,7,1,0,13,1,0,1,4,3,4
19253,18,1,2,11,0,0,1,4,2,6
19254,17,0,0,1,1,0,2,8,1,2
19255,7,6,0,9,1,6,3,4,2,5
19256,10,0,0,0,1,6,1,5,3,5
19257,14,6,0,5,1,0,1,6,2,4
19258,12,1,0,0,0,7,0,4,1,3
19259,14,2,0,12,1,10,4,8,1,1
19260,13,0,0,3,1,0,0,7,3,5
19261,3,4,0,0,0,8,0,11,1,6
19262,3,3,0,1,0,4,0,4,0,2
19263,17,0,0,10,0,0,0,5,2,2
19264,17,0,0,9,1,0,0,8,0,5
19265,22,4,0,11,1,5,2,4,1,5
19266,19,2,0,11,0,0,4,4,1,1
19267,0,2,2,1,0,8,2,4,2,0
19268,17,5,0,9,1,15,3,8,2,3
19269,8,4,0,3,0,0,0,5,2,4
19270,17,0,0,10,1,8,1,5,1,1
19271,17,6,0,16,1,6,1,4,0,1
19272,13,4,0,10,1,0,2,1,0,2
19273,16,2,0,3,0,7,1,5,0,2
19274,15,1,2,1,2,3,1,5,3,2
19275,17,0,0,2,1,14,0,4,2,2
19276,18,0,0,1,1,0,1,9,2,6
19277,17,0,0,9,1,11,2,7,3,2
19278,16,1,0,4,0,7,2,6,1,1
19279,7,5,0,3,0,0,0,5,2,4
19280,9,4,0,1,1,0,2,5,0,2
19281,19,5,0,10,0,0,0,4,2,4
19282,10,4,0,0,0,4,2,4,2,4
19283,18,2,1,5,0,0,1,7,2,3
19284,15,5,0,0,0,5,4,4,1,1
19285,15,3,0,9,1,0,0,5,2,2
19286,20,0,0,11,0,0,2,8,0,5
19287,17,0,0,9,1,0,0,8,0,4
19288,7,4,0,10,1,0,1,4,2,5
19289,15,5,0,9,0,14,2,4,4,2
19290,14,0,0,0,1,4,0,5,3,2
19291,2,0,0,0,0,13,2,4,2,5
19292,6,5,0,1,0,4,0,4,1,2
19293,9,4,0,11,0,7,2,0,1,2
19294,19,0,0,9,1,11,2,4,2,2
19295,22,5,0,10,0,5,3,8,2,2
19296,19,5,0,12,0,10,0,5,1,3
19297,7,1,0,0,0,4,0,7,3,4
19298,13,3,0,1,0,8,1,4,2,2
19299,8,6,0,3,1,0,1,7,3,4
19300,11,0,0,5,0,0,0,5,1,2
19301,14,4,0,5,0,0,0,4,1,1
19302,20,1,1,0,1,13,0,5,2,1
19303,3,0,0,11,1,6,0,7,1,5
19304,18,0,0,10,0,0,2,4,1,1
19305,7,6,0,10,1,7,0,4,1,2
19306,19,0,4,1,2,0,1,4,2,2
19307,16,0,0,10,1,0,0,4,2,0
19308,12,0,0,0,1,7,2,8,0,1
19309,19,5,0,0,0,5,0,5,1,6
19310,11,5,3,10,2,9,3,4,0,3
19311,15,1,0,3,1,0,0,5,2,2
19312,14,5,0,7,0,0,3,8,2,3
19313,17,3,1,3,0,9,2,4,4,2
19314,14,2,0,5,0,10,3,4,2,2
19315,22,1,0,10,0,0,3,8,1,4
19316,22,0,0,3,0,0,0,5,2,2
19317,19,0,4,9,2,0,0,1,1,2
19318,8,5,0,18,0,7,0,7,0,4
19319,14,3,0,0,0,8,1,4,1,3
19320,9,5,1,10,4,3,1,5,3,2
19321,19,0,3,11,1,5,0,11,1,3
19322,7,4,0,0,0,11,1,9,1,3
19323,16,0,0,10,0,8,1,5,1,2
19324,20,5,0,10,1,5,4,5,1,2
19325,15,1,0,10,0,0,0,5,0,2
19326,13,3,1,9,1,8,0,0,0,4
19327,17,6,0,0,1,1,1,4,2,4
19328,11,0,0,12,0,6,0,4,2,2
19329,21,0,0,1,0,5,4,9,2,3
19330,17,0,0,9,1,0,0,8,0,5
19331,15,1,0,9,0,0,0,4,0,2
19332,12,1,0,3,0,14,0,5,2,2
19333,17,5,0,14,1,10,1,8,3,2
19334,16,2,0,1,0,3,1,5,1,4
19335,11,4,0,0,0,14,0,4,3,2
19336,9,5,1,11,4,3,0,5,2,2
19337,22,2,0,10,1,0,0,3,0,2
19338,18,0,0,10,0,0,0,6,3,2
19339,14,4,0,0,0,8,1,0,1,2
19340,15,5,0,12,1,0,2,7,1,4
19341,8,5,0,11,1,9,1,4,0,2
19342,15,3,0,9,1,0,0,5,3,2
19343,13,2,0,16,0,7,0,4,2,2
19344,20,4,0,1,1,9,0,5,1,6
19345,17,0,0,9,0,0,1,6,2,2
19346,15,5,0,0,0,0,2,5,1,2
19347,20,4,0,10,0,15,1,4,0,2
19348,10,4,0,12,0,0,1,4,0,4
19349,17,0,0,9,1,0,0,2,2,5
19350,6,5,0,10,0,0,0,5,1,2
19351,0,2,0,4,0,10,0,4,1,1
19352,18,2,1,12,1,0,0,5,1,5
19353,0,3,1,0,1,8,0,8,1,6
19354,12,1,0,2,0,11,1,2,1,5
19355,16,5,0,11,0,10,2,3,1,1
19356,20,1,0,0,0,7,0,8,1,4
19357,8,4,0,3,0,0,3,0,3,1
19358,13,6,0,10,1,9,1,4,1,0
19359,20,4,0,10,2,11,1,7,2,3
19360,8,5,0,10,3,15,0,6,2,2
19361,18,5,0,9,0,0,1,2,2,1
19362,17,3,0,16,0,5,1,5,0,2
19363,7,2,0,1,1,5,2,10,0,5
19364,6,4,0,0,1,0,0,5,1,2
19365,18,6,2,0,1,8,0,0,1,4
19366,22,5,0,10,1,6,0,7,3,3
19367,16,5,1,9,1,14,0,4,3,0
19368,5,6,0,0,0,7,4,4,3,2
19369,18,4,0,1,0,7,3,4,1,6
19370,22,0,1,9,1,0,0,4,2,1
19371,22,2,1,12,0,7,0,4,4,1
19372,9,4,0,13,0,0,0,4,0,4
19373,17,5,0,1,0,0,0,8,1,3
19374,16,0,0,1,1,0,3,10,0,6
19375,18,3,0,3,2,0,1,0,3,2
19376,16,4,1,1,1,5,1,4,1,2
19377,10,4,0,1,0,8,0,4,4,4
19378,10,3,0,6,0,0,3,2,2,3
19379,8,4,0,13,0,0,2,5,3,1
19380,21,0,0,3,1,0,0,4,1,3
19381,17,1,0,12,0,9,1,0,2,0
19382,10,4,0,0,1,4,1,4,2,3
19383,17,0,0,13,0,6,1,0,1,1
19384,13,2,0,11,0,0,1,5,1,3
19385,10,5,1,12,1,3,1,8,2,4
19386,12,6,0,2,1,7,0,5,2,2
19387,14,4,0,12,1,3,0,5,0,6
19388,16,4,0,9,0,5,2,8,0,1
19389,15,0,0,0,1,5,3,0,4,0
19390,19,0,4,10,2,8,1,5,2,3
19391,21,0,0,9,1,10,4,4,1,3
19392,7,4,0,0,0,11,0,11,2,2
19393,19,0,4,10,2,8,1,5,2,3
19394,18,0,0,10,0,7,0,4,2,1
19395,20,3,0,9,0,14,1,5,1,2
19396,19,0,4,10,2,4,0,5,0,1
19397,22,0,0,3,0,0,0,5,2,4
19398,9,0,0,10,0,5,0,8,2,2
19399,6,4,0,9,0,14,1,4,2,5
19400,19,1,2,9,1,9,2,5,2,4
19401,11,1,0,4,1,0,1,4,0,2
19402,16,5,0,10,0,14,1,4,4,3
19403,9,5,0,0,1,5,2,0,2,2
19404,22,0,0,16,0,0,3,8,3,3
19405,7,5,1,10,2,0,1,4,3,4
19406,23,3,2,10,0,6,2,4,1,1
19407,8,4,0,0,0,10,0,5,1,5
19408,11,0,0,5,0,0,1,4,1,2
19409,19,5,0,0,1,0,1,4,1,2
19410,16,0,0,10,1,3,1,4,3,1
19411,6,5,0,14,0,9,0,4,3,4
19412,10,4,0,4,0,7,1,10,1,2
19413,11,4,0,0,1,3,1,4,2,3
19414,17,4,0,9,0,0,0,4,1,2
19415,13,1,0,0,0,0,0,0,1,5
19416,15,0,0,10,0,0,1,4,3,4
19417,20,3,0,11,0,0,0,5,3,6
19418,12,0,0,9,0,9,1,4,1,2
19419,15,1,2,16,1,0,2,4,1,3
19420,18,0,0,11,1,5,3,5,2,2
19421,13,3,0,0,0,14,1,4,3,2
19422,17,0,0,10,0,0,1,5,2,2
19423,18,5,1,0,0,0,2,0,3,4
19424,7,1,0,0,0,5,0,4,2,4
19425,13,3,0,11,0,12,2,0,1,2
19426,17,2,0,0,1,0,1,4,1,6
19427,15,0,0,10,1,3,1,4,3,2
19428,19,4,0,10,1,5,0,4,1,0
19429,6,1,0,1,1,14,0,4,3,2
19430,15,1,0,3,0,0,0,5,3,3
19431,9,4,0,3,0,0,3,5,1,2
19432,15,1,0,7,0,0,0,4,2,4
19433,14,5,0,9,1,7,3,4,1,2
19434,15,0,0,11,0,0,2,4,1,5
19435,17,0,0,9,1,0,0,8,0,5
19436,15,5,0,0,0,13,0,4,3,0
19437,11,0,0,10,0,0,2,3,1,1
19438,12,4,0,9,0,7,1,4,2,2
19439,17,1,0,1,1,0,2,7,1,2
19440,15,2,1,12,1,10,3,8,2,1
19441,15,5,0,1,1,8,1,11,2,2
19442,20,1,0,0,0,0,0,5,1,4
19443,16,0,0,1,1,0,2,10,0,6
19444,8,6,0,16,0,7,0,5,3,0
19445,13,1,0,10,0,0,0,4,0,2
19446,17,4,0,0,0,5,3,4,0,2
19447,23,2,0,4,0,8,2,0,3,1
19448,9,2,0,10,1,6,2,2,3,6
19449,20,3,0,16,0,12,3,6,1,5
19450,14,5,0,4,1,0,0,5,0,2
19451,3,0,0,9,0,0,3,8,2,4
19452,0,3,0,9,0,10,0,4,2,3
19453,7,4,1,1,1,4,0,4,3,2
19454,12,5,0,0,1,5,2,4,1,2
19455,15,5,0,10,1,4,0,5,1,0
19456,11,5,0,3,0,0,0,5,3,4
19457,17,1,0,9,0,0,1,5,3,2
19458,11,0,0,3,0,15,0,6,2,3
19459,12,0,1,13,0,0,1,7,2,2
19460,0,4,0,1,2,1,4,6,3,2
19461,17,1,0,3,0,8,3,4,3,2
19462,8,4,0,3,0,0,0,5,2,4
19463,3,0,0,11,0,6,0,8,1,6
19464,8,5,0,1,1,0,1,5,3,1
19465,15,1,2,10,1,14,0,5,2,2
19466,17,2,0,2,0,15,1,5,2,2
19467,18,0,0,1,1,4,1,3,1,4
19468,16,0,0,15,0,0,4,8,1,5
19469,15,0,0,0,1,0,2,4,2,4
19470,9,1,0,10,0,4,3,7,1,0
19471,11,0,0,1,1,7,1,4,2,6
19472,5,4,0,10,0,14,2,4,2,4
19473,15,3,1,5,1,6,4,4,2,3
19474,3,2,0,2,0,10,0,8,1,4
19475,20,4,0,2,0,8,0,4,1,0
19476,20,2,1,13,1,0,0,4,2,2
19477,18,4,0,1,2,0,1,1,1,2
19478,18,4,0,14,1,0,2,4,0,0
19479,17,4,0,10,0,10,0,4,2,3
19480,7,5,0,1,0,0,1,3,1,0
19481,8,5,0,11,1,14,0,5,1,2
19482,21,1,2,1,1,0,2,7,1,2
19483,15,4,0,11,0,13,3,4,3,4
19484,8,6,0,0,0,9,0,0,3,0
19485,20,0,0,1,0,0,2,8,1,2
19486,8,5,0,9,1,5,1,4,1,1
19487,22,3,0,1,1,6,1,4,0,2
19488,1,0,0,0,0,14,1,4,2,4
19489,12,3,0,1,0,9,0,11,2,2
19490,17,1,0,0,0,0,0,4,2,3
19491,17,5,0,0,0,0,0,5,2,2
19492,20,2,2,1,3,0,0,5,1,1
19493,21,3,0,2,0,5,0,8,1,6
19494,11,0,0,10,0,10,1,4,1,2
19495,15,4,0,0,0,0,0,4,5,0
19496,21,4,1,0,1,14,0,4,2,3
19497,15,5,0,9,1,7,0,2,1,1
19498,19,5,0,10,0,4,0,6,2,0
19499,11,0,5,12,1,3,1,4,1,2
19500,19,1,0,7,1,0,0,8,1,5
19501,14,5,0,9,1,0,2,8,1,4
19502,8,0,0,2,0,8,1,4,2,3
19503,9,1,0,3,0,12,0,8,2,3
19504,13,1,0,9,0,0,0,8,1,6
19505,9,4,0,0,0,8,0,5,3,4
19506,10,3,0,1,0,8,1,4,4,4
19507,7,0,0,13,1,0,0,5,0,2
19508,5,5,0,0,1,0,2,5,1,4
19509,15,3,0,9,0,14,1,5,4,5
19510,10,5,0,1,0,7,0,5,3,3
19511,15,5,0,9,1,0,1,4,2,2
19512,17,2,0,11,0,10,2,0,2,1
19513,12,0,0,12,1,14,0,5,2,1
19514,12,3,0,2,0,9,0,4,2,2
19515,18,1,0,3,0,14,3,4,0,2
19516,15,0,0,0,1,4,3,1,3,0
19517,18,5,2,0,1,7,0,0,1,4
19518,14,4,5,1,3,6,0,8,1,4
19519,17,1,0,9,0,0,1,5,3,2
19520,16,0,0,14,0,0,4,8,1,4
19521,18,4,3,0,2,4,0,0,3,4
19522,11,4,0,10,1,3,1,0,1,1
19523,9,1,0,1,1,0,0,5,0,2
19524,7,5,0,2,0,8,0,0,3,4
19525,12,2,0,11,1,8,0,4,4,0
19526,22,0,0,2,0,5,4,8,2,4
19527,14,5,0,11,1,0,2,7,3,4
19528,10,3,0,0,1,14,1,5,3,1
19529,22,0,0,0,0,5,0,5,2,1
19530,18,0,0,3,1,0,1,3,2,2
19531,8,0,0,15,1,4,1,4,2,4
19532,7,5,0,0,1,0,0,8,1,2
19533,14,4,0,0,0,13,0,4,3,1
19534,18,5,0,3,0,5,2,4,3,2
19535,17,0,0,13,0,5,1,1,1,3
19536,10,5,0,11,1,5,1,4,2,2
19537,4,3,0,9,1,3,1,1,0,4
19538,17,4,0,10,0,10,0,4,2,3
19539,15,4,0,3,0,5,0,4,2,2
19540,5,4,0,0,1,5,1,11,2,6
19541,20,2,0,0,0,0,0,5,1,4
19542,13,3,0,3,0,8,0,4,2,2
19543,16,5,0,2,0,4,1,7,2,4
19544,14,1,0,1,0,0,0,2,2,5
19545,8,5,0,10,0,7,3,0,2,2
19546,15,5,0,9,1,0,2,4,3,5
19547,0,2,2,1,0,8,0,4,2,2
19548,16,0,2,14,1,0,1,5,2,2
19549,17,0,0,16,1,8,1,5,2,4
19550,11,3,0,2,0,7,0,11,1,2
19551,19,4,0,0,1,0,1,5,2,2
19552,17,0,0,9,0,0,1,6,1,2
19553,21,1,0,12,0,0,4,4,2,1
19554,16,4,0,3,1,11,3,5,2,0
19555,20,4,0,1,0,4,0,8,4,4
19556,15,0,0,10,0,11,0,5,2,4
19557,17,0,0,9,1,0,0,8,0,5
19558,16,6,0,0,1,6,0,0,1,5
19559,14,0,0,3,0,14,0,4,1,2
19560,22,3,0,1,1,6,1,4,0,2
19561,12,2,0,12,0,0,0,5,2,2
19562,12,3,0,10,0,13,1,4,3,2
19563,17,0,0,1,0,8,4,5,1,2
19564,21,0,0,0,0,0,0,5,2,2
19565,11,1,0,3,0,13,2,2,0,2
19566,13,3,0,0,0,9,2,4,1,4
19567,22,1,1,13,0,0,3,4,2,2
19568,12,3,0,9,0,9,1,4,1,2
19569,0,2,1,0,0,0,1,7,2,2
19570,12,5,0,0,1,5,0,5,1,1
19571,20,3,0,10,0,5,0,0,3,5
19572,15,1,0,11,0,8,2,4,0,2
19573,12,6,0,2,1,0,0,5,2,4
19574,11,1,0,3,0,11,2,1,1,4
19575,15,6,0,17,1,12,2,9,1,2
19576,18,0,0,1,0,11,3,4,2,0
19577,16,0,0,14,0,9,4,4,3,0
19578,18,0,0,1,0,9,3,5,2,1
19579,15,4,0,3,0,0,1,4,2,1
19580,1,0,0,0,0,14,1,4,2,5
19581,3,2,0,2,0,10,0,8,1,4
19582,8,4,1,12,3,4,0,8,1,0
19583,7,6,1,12,1,3,0,5,3,4
19584,20,2,0,0,0,10,0,5,1,5
19585,16,3,1,4,0,0,0,6,2,1
19586,19,1,0,0,1,3,1,4,3,5
19587,13,6,0,10,1,0,0,8,2,2
19588,10,1,0,1,1,7,1,8,0,3
19589,18,0,0,10,0,0,2,4,1,1
19590,11,2,0,0,0,7,0,6,2,2
19591,20,4,0,1,1,3,0,4,2,1
19592,9,1,0,10,0,9,0,4,3,4
19593,8,2,0,1,1,8,0,8,2,3
19594,22,0,0,16,0,0,2,5,2,1
19595,15,0,0,9,0,0,4,6,2,4
19596,21,3,0,1,0,2,1,4,2,0
19597,6,5,0,11,0,0,1,2,1,1
19598,17,0,0,10,1,0,0,4,2,0
19599,14,5,0,3,0,13,1,6,1,3
19600,14,5,0,11,1,4,0,5,2,6
19601,12,2,0,9,0,14,3,5,1,2
19602,14,0,2,9,1,14,0,5,2,2
19603,19,1,4,10,2,0,0,4,2,0
19604,10,4,4,16,2,11,2,4,0,3
19605,18,4,2,1,2,12,2,8,4,2
19606,5,0,0,9,1,5,0,8,2,4
19607,12,3,0,10,1,1,1,0,1,1
19608,15,4,0,12,1,0,2,8,1,4
19609,0,3,1,0,1,8,0,8,1,6
19610,7,5,1,0,1,0,1,4,2,2
19611,7,4,0,0,0,11,1,9,1,3
19612,19,3,2,10,1,7,3,8,2,4
19613,14,5,0,0,1,5,3,4,1,2
19614,9,4,0,0,0,10,2,5,1,1
19615,20,3,0,9,0,13,1,4,3,2
19616,2,2,0,7,0,0,1,5,0,2
19617,13,5,0,5,1,3,2,4,2,1
19618,15,6,0,1,1,8,2,4,0,2
19619,19,1,1,3,1,5,0,5,1,4
19620,15,5,0,12,0,14,1,4,4,3
19621,7,2,0,10,0,4,0,2,2,6
19622,20,2,0,1,1,3,1,4,2,0
19623,14,1,0,10,0,0,1,4,4,4
19624,8,4,1,10,1,7,0,8,1,2
19625,14,2,0,0,0,5,0,5,1,3
19626,9,4,0,2,1,6,2,4,4,2
19627,6,6,0,0,1,0,1,4,2,2
19628,7,6,0,9,1,7,2,4,3,4
19629,7,6,0,10,1,5,0,4,1,4
19630,17,3,0,0,0,11,1,2,0,0
19631,15,5,0,2,1,0,2,5,2,0
19632,14,4,0,16,1,6,1,4,3,2
19633,13,0,0,9,1,3,0,4,3,0
19634,13,1,0,9,1,0,0,8,1,5
19635,14,1,0,10,0,0,0,5,0,2
19636,17,1,0,12,1,0,0,5,3,2
19637,10,0,0,0,0,1,1,8,0,4
19638,22,0,0,13,1,4,0,7,0,2
19639,5,2,0,14,0,5,2,4,2,0
19640,22,1,0,16,0,0,1,7,2,2
19641,13,0,0,3,0,0,0,5,1,2
19642,17,5,0,0,0,13,0,4,2,1
19643,19,4,0,13,1,9,2,3,1,2
19644,0,3,0,3,0,1,0,7,1,4
19645,12,1,0,3,1,4,0,2,1,2
19646,19,2,1,10,1,1,0,5,2,2
19647,17,4,0,0,0,0,1,4,2,2
19648,13,6,0,13,0,7,0,6,1,2
19649,11,1,0,1,1,14,2,5,2,1
19650,22,2,0,11,1,14,0,7,0,4
19651,7,6,1,1,2,6,0,4,3,2
19652,22,2,0,11,0,5,4,8,1,2
19653,16,4,0,3,1,5,4,4,2,4
19654,14,3,0,0,0,7,0,8,3,2
19655,12,5,0,0,0,3,0,5,2,4
19656,10,5,4,7,2,5,0,1,2,2
19657,18,1,0,0,1,0,2,4,1,4
19658,15,0,0,9,0,0,4,4,2,2
19659,17,0,0,9,1,0,0,8,0,4
19660,19,3,0,3,0,9,1,4,0,0
19661,18,2,0,0,0,8,1,5,2,4
19662,20,0,0,10,0,15,0,7,2,0
19663,13,4,0,11,0,13,3,3,3,2
19664,14,1,0,9,0,0,3,8,2,3
19665,20,2,4,1,2,4,0,5,0,2
19666,15,0,0,16,2,0,3,7,2,3
19667,17,1,0,3,0,5,1,0,2,5
19668,11,3,0,3,0,0,2,5,2,2
19669,11,4,0,11,1,7,1,0,0,3
19670,7,0,0,3,0,10,1,4,1,1
19671,22,2,3,10,1,0,2,4,0,2
19672,5,5,0,10,1,7,2,8,2,2
19673,7,5,0,14,0,8,0,4,3,5
19674,8,0,1,0,3,7,1,4,3,5
19675,15,1,0,1,1,5,0,5,3,1
19676,17,0,1,10,1,0,1,8,0,4
19677,17,1,1,10,1,11,2,8,3,1
19678,18,5,0,1,1,0,0,4,2,4
19679,18,5,0,0,0,0,1,0,2,3
19680,20,0,1,3,0,5,4,6,4,5
19681,14,0,0,9,0,10,0,5,1,4
19682,17,0,0,3,0,14,0,4,2,2
19683,20,2,0,10,1,14,0,5,0,4
19684,11,0,2,11,1,7,0,5,0,3
19685,22,5,0,10,1,5,0,8,2,3
19686,13,4,1,0,1,0,1,4,0,2
19687,8,1,0,10,0,5,1,3,3,6
19688,12,1,5,10,1,3,1,4,2,2
19689,22,5,0,11,1,3,1,4,0,1
19690,14,3,0,4,0,4,0,5,0,4
19691,7,4,1,0,1,4,0,4,2,2
19692,16,0,0,10,1,0,0,4,4,4
19693,0,3,0,10,0,11,2,5,0,0
19694,18,1,0,1,1,5,0,2,3,2
19695,7,4,0,10,1,0,1,4,2,5
19696,10,1,0,11,1,0,1,5,0,3
19697,22,2,0,4,1,0,4,4,2,4
19698,17,4,0,5,1,5,3,4,2,2
19699,15,1,0,11,0,5,3,2,3,2
19700,7,3,0,11,0,0,3,4,2,3
19701,17,0,0,10,1,0,0,4,2,0
19702,17,3,1,0,1,0,0,2,2,3
19703,10,2,0,2,0,0,0,6,2,4
19704,2,0,0,10,0,0,2,8,2,2
19705,12,5,0,9,0,8,3,5,0,2
19706,0,2,0,9,0,11,3,5,1,0
19707,16,1,0,1,0,0,1,8,0,3
19708,18,4,0,16,2,5,0,8,0,1
19709,9,4,0,1,0,10,0,4,4,2
19710,22,4,0,10,1,0,0,2,2,4
19711,14,3,0,0,0,8,2,4,1,4
19712,20,3,0,3,0,9,1,4,1,0
19713,7,5,1,12,2,3,0,5,2,3
19714,13,0,0,10,1,6,1,4,1,1
19715,15,6,0,10,1,0,1,4,2,2
19716,14,3,0,11,0,4,0,4,3,5
19717,8,6,1,11,1,8,0,3,1,3
19718,16,2,0,11,1,0,0,4,4,2
19719,21,6,0,2,0,5,0,4,2,3
19720,8,3,0,12,0,0,2,4,1,4
19721,16,1,0,3,0,14,1,4,2,2
19722,19,1,1,10,1,3,0,4,3,1
19723,19,5,0,9,1,5,2,5,1,2
19724,6,3,0,3,0,4,0,7,1,3
19725,18,0,3,12,2,0,0,5,2,2
19726,20,0,3,1,1,6,1,5,2,5
19727,2,2,0,8,0,0,2,5,2,1
19728,14,2,0,11,1,8,0,4,4,0
19729,13,6,0,12,0,7,0,5,1,3
19730,17,2,1,11,1,0,0,5,2,5
19731,17,1,0,1,0,11,1,8,0,2
19732,18,0,0,1,1,10,4,4,1,2
19733,18,5,0,0,0,5,0,5,1,6
19734,10,5,0,1,0,8,0,5,3,4
19735,13,2,0,16,0,7,0,4,2,2
19736,15,1,2,1,0,0,0,8,1,4
19737,9,1,0,16,1,0,0,5,0,2
19738,8,5,0,2,0,8,3,5,0,1
19739,16,0,0,9,0,0,0,4,2,1
19740,10,5,0,14,0,0,1,2,1,2
19741,5,2,0,3,0,5,0,8,1,3
19742,15,6,0,0,1,13,0,6,3,3
19743,15,2,0,0,0,7,2,4,1,4
19744,14,1,2,0,0,0,2,7,0,4
19745,11,3,0,14,1,4,0,6,2,6
